CONSOLIDATED	VERSIÓN	en-es
shall maintain	mantendrán	en-es
an	un	en-es
	diálogo	en-es
open,	abierto,	en-es
transparent and	transparente	en-es
regular	y regular	en-es
dialogue		en-es
with	con	en-es
representative	las asociaciones	en-es
associations	representativas	en-es
and	y la	en-es
civil	sociedad	en-es
society.	civil.	en-es
3. The	3. Con	en-es
European	objeto de	en-es
Commission	garantizar	en-es
shall	la	en-es
carry out	coherencia	en-es
broad	y la	en-es
consultations	transparencia	en-es
with	de	en-es
parties	las	en-es
concerned	acciones de	en-es
in	la	en-es
order	Unión,	en-es
to	la	en-es
ensure	Comisión	en-es
that	Europea	en-es
the	mantendrá	en-es
Union's	amplias	en-es
actions	consultas	en-es
are	con	en-es
coherent	las	en-es
and	partes	en-es
transparent.	interesadas.	en-es
4. Not	4. Un	en-es
	grupo	en-es
	de	en-es
	al	en-es
less	menos	en-es
	un	en-es
than	millón	en-es
one	de	en-es
	ciudadanos	en-es
million	de la	en-es
citizens	Unión,	en-es
who	que	en-es
are	sean	en-es
nationals	nacionales	en-es
of	de	en-es
a significant	un	en-es
number	número	en-es
	significativo	en-es
of	de	en-es
Member	Estados	en-es
States	miembros,	en-es
may	podrá	en-es
take	tomar	en-es
the	la	en-es
initiative	iniciativa	en-es
of	de	en-es
inviting	invitar	en-es
the	a la	en-es
European	Comisión	en-es
Commission,	Europea,	en-es
within	en	en-es
the	el	en-es
framework	marco	en-es
of	de	en-es
its	sus	en-es
powers,	atribuciones,	en-es
to	a que	en-es
submit	presente	en-es
any	una	en-es
appropriate		en-es
proposal	propuesta	en-es
	adecuada	en-es
on	sobre	en-es
matters	cuestiones	en-es
	que	en-es
where	estos	en-es
citizens	ciudadanos	en-es
consider	estimen	en-es
that	que	en-es
a legal	requieren	en-es
	un	en-es
act	acto	en-es
	jurídico	en-es
of	de	en-es
the		en-es
Union		en-es
is	la	en-es
required	Unión	en-es
for	para	en-es
the	los	en-es
purpose	fines	en-es
of	de	en-es
implementing	la aplicación	en-es
	de	en-es
the	los	en-es
Treaties.	Tratados.	en-es
The	Los	en-es
procedures	procedimientos	en-es
and	y las	en-es
	condiciones	en-es
conditions	preceptivos	en-es
required	para la	en-es
	presentación	en-es
for	de	en-es
such	una	en-es
a citizens'	iniciativa	en-es
initiative	de este	en-es
shall	tipo	en-es
be	se	en-es
determined	fijarán	en-es
in	de	en-es
accordance	conformidad	en-es
with	con	en-es
the	el	en-es
first		en-es
paragraph	párrafo	en-es
	primero	en-es
of	del	en-es
Article	artículo	en-es
24 of	24 del	en-es
the		en-es
Treaty	Tratado	en-es
on	de	en-es
the Functioning	Funcionamiento	en-es
of	de	en-es
the	la	en-es
European	Unión	en-es
Union.	Europea.	en-es
Article	Artículo	en-es
12 National	12 Los	en-es
Parliaments	Parlamentos	en-es
contribute	nacionales	en-es
	contribuirán	en-es
actively	activamente	en-es
to	al	en-es
the		en-es
good	buen	en-es
functioning	funcionamiento	en-es
of	de	en-es
the	la	en-es
Union:	Unión,	en-es
(a) through	para lo	en-es
being	cual:	en-es
informed	a) serán	en-es
	informados	en-es
by	por	en-es
the	las	en-es
institutions	instituciones	en-es
of	de	en-es
the	la	en-es
Union	Unión	en-es
and	y recibirán	en-es
having draft	notificación	en-es
legislative		en-es
acts		en-es
of	de	en-es
the	los	en-es
	proyectos	en-es
	de	en-es
Union	actos	en-es
forwarded	legislativos	en-es
	de	en-es
to	la	en-es
them	Unión	en-es
in	de	en-es
accordance	conformidad	en-es
with	con	en-es
the	el	en-es
Protocol	Protocolo	en-es
on	sobre	en-es
the	el	en-es
role	cometido	en-es
of	de	en-es
	los	en-es
national	Parlamentos	en-es
Parliaments	nacionales	en-es
in	en	en-es
the	la	en-es
European	Unión	en-es
Union;	Europea;	en-es
	b) velarán	en-es
(b) by	por	en-es
seeing	que	en-es
to	se	en-es
it that	respete	en-es
the	el	en-es
principle	principio	en-es
of	de	en-es
subsidiarity		en-es
is respected	subsidiariedad	en-es
in	de	en-es
accordance	conformidad	en-es
with	con	en-es
the	los	en-es
procedures	procedimientos	en-es
provided for	establecidos	en-es
in	en	en-es
the	el	en-es
Protocol	Protocolo	en-es
on	sobre	en-es
the	la	en-es
application	aplicación	en-es
of	de	en-es
the	los	en-es
principles	principios	en-es
of	de	en-es
subsidiarity	subsidiariedad	en-es
and	y proporcionalidad;	en-es
proportionality;	c) participarán,	en-es
(c) by	en	en-es
taking		en-es
part,	el	en-es
within	marco	en-es
the	del	en-es
framework		en-es
of the	espacio	en-es
area		en-es
of	de	en-es
freedom,	libertad,	en-es
security	seguridad	en-es
and justice,	y justicia,	en-es
in	en	en-es
the	los	en-es
evaluation	mecanismos	en-es
	de	en-es
mechanisms	evaluación	en-es
for	de	en-es
the	la	en-es
implementation	aplicación	en-es
of	de	en-es
the	las	en-es
	políticas	en-es
Union	de la	en-es
policies	Unión	en-es
in	en	en-es
that	dicho	en-es
area,	espacio,	en-es
in	de	en-es
accordance	conformidad	en-es
with	con	en-es
	el	en-es
Article	artículo	en-es
70 of	70 del	en-es
the		en-es
Treaty	Tratado	en-es
on	de	en-es
the Functioning	Funcionamiento	en-es
of	de	en-es
the	la	en-es
European	Unión	en-es
Union,	Europea,	en-es
and through	y estarán	en-es
being		en-es
involved	asociados	en-es
in	al	en-es
the		en-es
political	control	en-es
monitoring	político	en-es
of	de	en-es
Europol	Europol	en-es
and	y a la	en-es
	evaluación	en-es
	de	en-es
the	las	en-es
evaluation	actividades	en-es
of	de	en-es
Eurojust's		en-es
activities	Eurojust,	en-es
in	de	en-es
accordance	conformidad	en-es
with	con	en-es
Articles	los	en-es
88 and	artículos	en-es
85 of	88 y 85 de	en-es
that	dicho	en-es
Treaty;	Tratado;	en-es
(d) by taking part	d) participarán	en-es
in	en	en-es
the	los	en-es
revision	procedimientos	en-es
procedures	de revisión	en-es
of	de	en-es
the	los	en-es
Treaties,	Tratados,	en-es
in	de	en-es
accordance	conformidad	en-es
with	con	en-es
	el	en-es
Article	artículo	en-es
48 of	48 del	en-es
this		en-es
Treaty;	presente	en-es
(e) by	Tratado;	en-es
being	e) serán	en-es
notified	informados	en-es
of	de	en-es
applications	las solicitudes	en-es
for	de	en-es
accession	adhesión	en-es
to	a la	en-es
the		en-es
Union,	Unión,	en-es
in	de	en-es
accordance	conformidad	en-es
with	con	en-es
	el	en-es
Article	artículo	en-es
49 of	49 del	en-es
this		en-es
Treaty;	presente	en-es
(f) by	Tratado;	en-es
taking part	f) participarán	en-es
in	en	en-es
the	la	en-es
inter-parliamentary		en-es
cooperation	cooperación	en-es
	interparlamentaria	en-es
between	entre	en-es
national	los	en-es
Parliaments	Parlamentos	en-es
and	nacionales	en-es
with	y con	en-es
the	el	en-es
European	Parlamento	en-es
Parliament,	Europeo,	en-es
in	de	en-es
accordance	conformidad	en-es
with	con	en-es
the	el	en-es
Protocol	Protocolo	en-es
on	sobre	en-es
the	el	en-es
role	cometido	en-es
of	de	en-es
	los	en-es
national	Parlamentos	en-es
Parliaments	nacionales	en-es
in	en	en-es
the	la	en-es
European	Unión	en-es
Union.	Europea.	en-es
C 115/22	C 115/22	en-es
EN	ES	en-es
Official	Diario	en-es
Journal	Oficial	en-es
of	de	en-es
the	la	en-es
European	Unión	en-es
Union	Europea	en-es
9.5.2008 TITLE	9.5.2008 TÍTULO	en-es
III	III	en-es
PROVISIONS	DISPOSICIONES	en-es
ON	SOBRE	en-es
THE	LAS	en-es
INSTITUTIONS	INSTITUCIONES	en-es
Article	Artículo	en-es
13 1. The	13 1. La	en-es
Union	Unión	en-es
shall	dispone	en-es
have	de	en-es
an	un	en-es
institutional	marco	en-es
framework	institucional	en-es
which	que	en-es
shall	tiene	en-es
aim	como	en-es
to	finalidad	en-es
promote	promover	en-es
its	sus	en-es
values,	valores,	en-es
advance	perseguir	en-es
its	sus	en-es
objectives,	objetivos,	en-es
serve	defender	en-es
its	sus	en-es
interests,	intereses,	en-es
those	los	en-es
of	de	en-es
its	sus	en-es
citizens	ciudadanos	en-es
and	y los	en-es
those		en-es
of	de	en-es
the	los	en-es
Member	Estados	en-es
States,	miembros,	en-es
and	así	en-es
ensure	como	en-es
	garantizar	en-es
the	la	en-es
consistency,	coherencia,	en-es
effectiveness	eficacia	en-es
and continuity	y continuidad	en-es
of	de	en-es
its	sus	en-es
policies	políticas	en-es
and actions.	y acciones.	en-es
The	Las	en-es
Union's	instituciones	en-es
institutions	de la	en-es
shall	Unión	en-es
be:	son:	en-es
—	—	en-es
the	El	en-es
European	Parlamento	en-es
Parliament,	Europeo,	en-es
—	—	en-es
the	El	en-es
European	Consejo	en-es
Council,	Europeo,	en-es
—	—	en-es
the	El	en-es
Council,	Consejo,	en-es
—	—	en-es
the	La	en-es
European	Comisión	en-es
Commission	Europea	en-es
(hereinafter	(denominada	en-es
referred		en-es
to	en	en-es
as	lo	en-es
‘the	sucesivo	en-es
Commission’),	«Comisión»),	en-es
—	—	en-es
the	El	en-es
Court	Tribunal	en-es
of	de	en-es
Justice	Justicia	en-es
of	de	en-es
the	la	en-es
European	Unión	en-es
Union,	Europea,	en-es
—	—	en-es
the	El	en-es
European	Banco	en-es
Central	Central	en-es
Bank,	Europeo,	en-es
—	—	en-es
the	El	en-es
Court	Tribunal	en-es
of	de	en-es
Auditors.	Cuentas.	en-es
2. Each	2. Cada	en-es
institution	institución	en-es
shall act	actuará	en-es
within	dentro	en-es
	de	en-es
the	los	en-es
limits	límites	en-es
of	de	en-es
the	las	en-es
powers conferred	atribuciones	en-es
on	que	en-es
it	le	en-es
in	confieren	en-es
the	los	en-es
Treaties,	Tratados,	en-es
and		en-es
in		en-es
conformity		en-es
with	con	en-es
	arreglo	en-es
the	a los	en-es
procedures,	procedimientos,	en-es
conditions	condiciones	en-es
and	y fines	en-es
objectives set	establecidos	en-es
out		en-es
in	en	en-es
	los	en-es
them.	mismos.	en-es
The	Las	en-es
institutions	instituciones	en-es
shall	mantendrán	en-es
practice	entre	en-es
mutual	sí	en-es
sincere	una	en-es
cooperation.	cooperación	en-es
	leal.	en-es
3. The	3. Las	en-es
provisions	disposiciones	en-es
relating	relativas	en-es
to	al	en-es
the		en-es
European	Banco	en-es
Central	Central	en-es
Bank	Europeo	en-es
and	y al	en-es
the Court	Tribunal	en-es
of	de	en-es
Auditors	Cuentas,	en-es
and	así	en-es
detailed	como las	en-es
	disposiciones	en-es
provisions	detalladas	en-es
on	sobre	en-es
the	las	en-es
other	demás	en-es
institutions	instituciones,	en-es
are set	figuran	en-es
out		en-es
in	en	en-es
the	el	en-es
Treaty	Tratado	en-es
on	de	en-es
the Functioning	Funcionamiento	en-es
of	de	en-es
the	la	en-es
European	Unión	en-es
Union.	Europea.	en-es
4. The	4. El	en-es
European	Parlamento	en-es
Parliament,	Europeo,	en-es
the	el	en-es
Council	Consejo	en-es
and	y la	en-es
the		en-es
Commission	Comisión	en-es
shall be	estarán	en-es
assisted	asistidos	en-es
by	por	en-es
an	un	en-es
Economic	Comité	en-es
and	Económico	en-es
Social	y Social	en-es
Committee		en-es
and	y por	en-es
a Committee	un Comité	en-es
of	de	en-es
the	las	en-es
Regions	Regiones	en-es
acting	que	en-es
in an	ejercerán	en-es
advisory	funciones	en-es
capacity.	consultivas.	en-es
Article	Artículo	en-es
14 1. The	14 1. El	en-es
European	Parlamento	en-es
Parliament	Europeo	en-es
shall,	ejercerá	en-es
jointly	conjuntamente	en-es
with	con	en-es
the	el	en-es
Council,	Consejo la	en-es
exercise	función	en-es
legislative	legislativa	en-es
and	y la	en-es
budgetary	función	en-es
functions. It	presupuestaria.	en-es
shall		en-es
exercise	Ejercerá	en-es
functions	funciones	en-es
of	de	en-es
political	control	en-es
control	político	en-es
and consultation	y consultivas,	en-es
as	en	en-es
laid	las	en-es
down	condiciones	en-es
	establecidas	en-es
in	en	en-es
the	los	en-es
Treaties.	Tratados.	en-es
It shall	Elegirá	en-es
elect		en-es
the	al	en-es
President	Presidente	en-es
of	de	en-es
the	la	en-es
Commission.	Comisión.	en-es
2. The	2. El	en-es
European	Parlamento	en-es
Parliament	Europeo	en-es
shall be	estará	en-es
composed	compuesto	en-es
of	por	en-es
representatives	representantes	en-es
of	de	en-es
the	los	en-es
	ciudadanos	en-es
Union's	de la	en-es
citizens.	Unión.	en-es
They	Su	en-es
shall	número	en-es
not	no	en-es
exceed		en-es
seven hundred	excederá	en-es
and	de	en-es
fifty in	setecientos	en-es
number,	cincuenta,	en-es
plus	más	en-es
the	el	en-es
President.	Presidente.	en-es
	La	en-es
Representation	representación	en-es
of	de	en-es
	los	en-es
citizens	ciudadanos	en-es
shall	será	en-es
be degressively	decrecientemente	en-es
proportional,	proporcional,	en-es
with	con	en-es
a minimum	un	en-es
threshold	mínimo	en-es
of	de	en-es
six	seis	en-es
members	diputados	en-es
per	por	en-es
Member	Estado	en-es
State.	miembro.	en-es
No	No	en-es
	se	en-es
	asignará	en-es
Member	a ningún	en-es
State	Estado	en-es
shall		en-es
be		en-es
allocated	miembro	en-es
more	más	en-es
	de	en-es
than	noventa	en-es
ninety-six	y seis	en-es
seats.	escanos.	en-es
9.5.2008 EN	9.5.2008 ES	en-es
Official	Diario	en-es
Journal	Oficial	en-es
of	de	en-es
the	la	en-es
European	Unión	en-es
Union	Europea	en-es
C 115/23	C 115/23	en-es
The	El	en-es
European	Consejo	en-es
Council	Europeo	en-es
shall adopt	adoptará	en-es
by	por	en-es
unanimity, on	unanimidad,	en-es
the initiative	a iniciativa	en-es
of		en-es
the	del	en-es
European	Parlamento	en-es
Parliament	Europeo	en-es
and		en-es
with	y con	en-es
its	su	en-es
consent,	aprobación,	en-es
	una	en-es
a decision	decisión	en-es
establishing	por la	en-es
the	que	en-es
	se	en-es
	fije	en-es
	la	en-es
composition of	composición	en-es
the	del	en-es
European	Parlamento	en-es
Parliament,	Europeo	en-es
respecting	conforme	en-es
the	a los	en-es
principles	principios	en-es
referred		en-es
to	a que	en-es
in	se	en-es
	refiere	en-es
the	el	en-es
first	párrafo	en-es
subparagraph.	primero.	en-es
3. The	3. Los	en-es
members	diputados	en-es
of	al	en-es
the		en-es
European		en-es
Parliament	Parlamento	en-es
shall		en-es
be		en-es
elected	Europeo	en-es
for		en-es
a term	serán	en-es
of five	elegidos	en-es
years		en-es
by	por	en-es
direct	sufragio	en-es
universal	universal	en-es
suffrage	directo,	en-es
in		en-es
a free	libre	en-es
and	y secreto,	en-es
secret	para un	en-es
ballot.	mandato	en-es
	de	en-es
	cinco	en-es
	anos.	en-es
4. The	4. El	en-es
European		en-es
Parliament	Parlamento	en-es
shall	Europeo	en-es
elect	elegirá	en-es
its	a su	en-es
President	Presidente	en-es
and	y a la	en-es
its	Mesa	en-es
officers		en-es
from	de	en-es
among	entre	en-es
its	sus	en-es
members.	diputados.	en-es
Article	Artículo	en-es
15 1. The	15 1. El	en-es
European	Consejo	en-es
Council	Europeo	en-es
shall	dará	en-es
provide		en-es
the	a la	en-es
Union	Unión	en-es
with		en-es
the	los	en-es
necessary	impulsos	en-es
impetus	necesarios	en-es
for	para	en-es
its	su	en-es
development	desarrollo	en-es
and shall	y definirá	en-es
define		en-es
the	sus	en-es
general		en-es
political		en-es
directions	orientaciones	en-es
and	y prioridades	en-es
priorities	políticas	en-es
thereof.	generales.	en-es
It	No	en-es
shall not	ejercerá	en-es
exercise	función	en-es
legislative	legislativa	en-es
functions.	alguna.	en-es
2. The	2. El	en-es
European	Consejo	en-es
Council	Europeo	en-es
shall	estará	en-es
consist	compuesto	en-es
of	por	en-es
the	los	en-es
Heads	Jefes	en-es
of	de	en-es
State	Estado	en-es
or	o de	en-es
Government	Gobierno	en-es
of	de	en-es
the	los	en-es
Member	Estados	en-es
States,	miembros,	en-es
together	así como	en-es
with	por	en-es
its	su	en-es
President	Presidente	en-es
and	y por	en-es
the	el	en-es
President	Presidente	en-es
of	de	en-es
the	la	en-es
	Comisión.	en-es
Commission.	Participará	en-es
	en	en-es
The	sus	en-es
	trabajos	en-es
	el	en-es
High	Alto	en-es
Representative	Representante	en-es
of	de	en-es
the	la	en-es
Union	Unión	en-es
for	para	en-es
Foreign	Asuntos	en-es
Affairs	Exteriores	en-es
and Security	y Política	en-es
Policy		en-es
shall		en-es
take		en-es
part		en-es
in	de	en-es
its work.	Seguridad.	en-es
3. The	3. El	en-es
European	Consejo	en-es
Council	Europeo	en-es
shall	se	en-es
meet	reunirá	en-es
twice	dos	en-es
every	veces	en-es
six	por	en-es
months,		en-es
convened	semestre	en-es
by	por	en-es
	convocatoria	en-es
	de	en-es
its	su	en-es
	Presidente.	en-es
President.	Cuando el	en-es
When	orden	en-es
the	del	en-es
agenda	día	en-es
so	lo	en-es
requires,	exija,	en-es
the	los	en-es
members of	miembros	en-es
the	del	en-es
European	Consejo	en-es
Council	Europeo	en-es
may	podrán	en-es
decide	decidir	en-es
	contar,	en-es
each	cada	en-es
	uno	en-es
to	de	en-es
	ellos,	en-es
	con	en-es
be	la	en-es
assisted	asistencia	en-es
	de	en-es
by	un	en-es
a minister	ministro	en-es
and,	y,	en-es
in	en	en-es
the	el	en-es
case	caso	en-es
	del	en-es
	Presidente	en-es
of	de	en-es
the	la	en-es
President	Comisión,	en-es
	con	en-es
	la	en-es
of	de	en-es
the		en-es
Commission,		en-es
by	un	en-es
a member	miembro	en-es
of	de	en-es
the	la	en-es
Commission.	Comisión.	en-es
When	Cuando	en-es
the	la	en-es
situation	situación	en-es
so	lo	en-es
requires,	exija,	en-es
the	el	en-es
President	Presidente	en-es
shall convene	convocará	en-es
a special	una	en-es
meeting	reunión	en-es
of	extraordinaria	en-es
the	del	en-es
European	Consejo	en-es
Council.	Europeo.	en-es
4. Except	4. El Consejo	en-es
where	Europeo	en-es
the	se	en-es
Treaties	pronunciará	en-es
provide	por	en-es
otherwise,	consenso,	en-es
decisions	excepto	en-es
of	cuando	en-es
the	los	en-es
European	Tratados	en-es
Council	dispongan	en-es
shall	otra	en-es
be		en-es
taken	cosa.	en-es
by		en-es
consensus.		en-es
5. The	5. El	en-es
European	Consejo	en-es
Council	Europeo	en-es
shall elect	elegirá	en-es
its	a su	en-es
President,	Presidente	en-es
by	por	en-es
a qualified	mayoría	en-es
majority,	cualificada	en-es
for	para	en-es
	un	en-es
a term	mandato	en-es
of	de	en-es
two	dos	en-es
	anos	en-es
and	y medio,	en-es
a half	que	en-es
years,	podrá	en-es
renewable	renovarse	en-es
	una	en-es
once.	sola	en-es
In	vez.	en-es
the	En	en-es
event	caso	en-es
of	de	en-es
an impediment	impedimento	en-es
or	o falta	en-es
serious	grave,	en-es
misconduct, the	el Consejo	en-es
European	Europeo	en-es
Council	podrá	en-es
can	poner	en-es
end	fin	en-es
the	a su	en-es
President's		en-es
term of	mandato	en-es
office		en-es
in		en-es
accordance		en-es
with	por	en-es
the	el	en-es
same	mismo	en-es
procedure.	procedimiento.	en-es
6. The	6. El	en-es
President	Presidente	en-es
of	del	en-es
the	Consejo	en-es
European	Europeo:	en-es
Council:	a) presidirá	en-es
(a) shall	e impulsará	en-es
chair	los	en-es
it and	trabajos	en-es
drive	del	en-es
forward	Consejo	en-es
its work;	Europeo;	en-es
(b) shall	b) velará	en-es
ensure	por	en-es
the	la	en-es
preparation	preparación	en-es
and continuity	y continuidad	en-es
of	de	en-es
the	los	en-es
work of	trabajos	en-es
the	del	en-es
European	Consejo	en-es
Council	Europeo,	en-es
in	en	en-es
cooperation	cooperación	en-es
with	con	en-es
the	el	en-es
President	Presidente	en-es
of	de	en-es
the	la	en-es
Commission,	Comisión	en-es
and	y basándose	en-es
on	en	en-es
the	los	en-es
basis of	trabajos	en-es
the	del	en-es
work	Consejo	en-es
of	de	en-es
the	Asuntos	en-es
General	Generales;	en-es
Affairs	c) se	en-es
Council;	esforzará	en-es
(c) shall	por	en-es
endeavour	facilitar	en-es
to	la	en-es
facilitate	cohesión	en-es
cohesion		en-es
and	y el	en-es
consensus	consenso	en-es
within	en el	en-es
the	seno	en-es
European	del	en-es
Council;	Consejo	en-es
(d) shall	Europeo;	en-es
present	d) al	en-es
a report	término	en-es
to	de	en-es
the	cada	en-es
European	reunión	en-es
Parliament	del Consejo	en-es
after	Europeo,	en-es
each of	presentará	en-es
the	un	en-es
meetings	informe	en-es
of	al	en-es
the European	Parlamento	en-es
Council.	Europeo.	en-es
The	El	en-es
President of	Presidente	en-es
the	del	en-es
European	Consejo	en-es
Council	Europeo	en-es
shall,	asumirá,	en-es
at	en	en-es
his	su	en-es
level	rango	en-es
and	y condición,	en-es
in	la	en-es
that capacity,	representación	en-es
ensure		en-es
the		en-es
external	exterior	en-es
representation		en-es
of	de	en-es
the	la	en-es
Union	Unión	en-es
on	en	en-es
issues	los	en-es
concerning	asuntos	en-es
its	de	en-es
common	política	en-es
foreign	exterior	en-es
and	y de	en-es
security	seguridad	en-es
policy,	común,	en-es
without	sin	en-es
prejudice	perjuicio	en-es
to	de	en-es
the	las	en-es
powers of	atribuciones	en-es
the	del	en-es
High	Alto	en-es
Representative	Representante	en-es
of	de	en-es
the	la	en-es
Union	Unión	en-es
for	para	en-es
Foreign	Asuntos	en-es
Affairs	Exteriores	en-es
and Security	y Política	en-es
Policy.		en-es
The		en-es
President		en-es
of	de	en-es
	Seguridad.	en-es
the	El	en-es
European	Presidente	en-es
	del	en-es
Council	Consejo	en-es
shall	Europeo	en-es
not	no	en-es
hold	podrá	en-es
	ejercer	en-es
	mandato	en-es
a national	nacional	en-es
office.	alguno.	en-es
C 115/24	C 115/24	en-es
EN	ES	en-es
Official	Diario	en-es
Journal	Oficial	en-es
of	de	en-es
the	la	en-es
European	Unión	en-es
Union	Europea	en-es
9.5.2008 Article	9.5.2008 Artículo	en-es
16 1. The	16 1. El	en-es
Council	Consejo	en-es
shall,	ejercerá	en-es
jointly	conjuntamente	en-es
with	con	en-es
the	el	en-es
European	Parlamento	en-es
Parliament,	Europeo la	en-es
exercise	función	en-es
legislative	legislativa	en-es
and	y la	en-es
	función	en-es
	presupuestaria.	en-es
budgetary	Ejercerá	en-es
functions.	funciones	en-es
It	de	en-es
shall carry	definición	en-es
out	de	en-es
policy-making	políticas	en-es
and	y de	en-es
coordinating	coordinación,	en-es
functions		en-es
as	en	en-es
laid	las	en-es
down	condiciones	en-es
	establecidas	en-es
in	en	en-es
the	los	en-es
Treaties.	Tratados.	en-es
2. The	2. El	en-es
Council	Consejo	en-es
shall	estará	en-es
consist	compuesto	en-es
	por	en-es
of	un	en-es
a representative	representante	en-es
of	de	en-es
each	cada	en-es
Member		en-es
State	Estado	en-es
	miembro,	en-es
at	de	en-es
	rango	en-es
ministerial	ministerial,	en-es
level,	facultado	en-es
who	para	en-es
may commit	comprometer	en-es
the	al	en-es
government	Gobierno	en-es
of		en-es
the	del	en-es
Member		en-es
State	Estado	en-es
	miembro	en-es
in	al	en-es
	que	en-es
question	represente	en-es
and	y para	en-es
	ejercer	en-es
	el	en-es
cast	derecho	en-es
its	de	en-es
vote.	voto.	en-es
3. The	3. El	en-es
Council	Consejo	en-es
	se	en-es
shall act	pronunciará	en-es
by	por	en-es
a qualified		en-es
majority	mayoría	en-es
	cualificada,	en-es
except	excepto	en-es
where	cuando	en-es
the	los	en-es
Treaties	Tratados	en-es
provide	dispongan	en-es
otherwise.	otra cosa.	en-es
4. As	4. A partir	en-es
from	del	en-es
1 November	1 de noviembre	en-es
	de	en-es
2014,	2014,	en-es
a qualified	la	en-es
majority	mayoría	en-es
shall	cualificada	en-es
be	se	en-es
defined	definirá	en-es
as	como	en-es
at	un	en-es
least	mínimo	en-es
	del	en-es
55 %	55 %	en-es
of	de	en-es
the	los	en-es
members	miembros	en-es
of	del	en-es
the	Consejo	en-es
Council,	que	en-es
comprising	incluya	en-es
at	al	en-es
least	menos	en-es
fifteen	a quince	en-es
of	de	en-es
them	ellos	en-es
and	y represente	en-es
representing	a Estados	en-es
Member	miembros	en-es
States	que	en-es
comprising	reúnan	en-es
at	como	en-es
least	mínimo	en-es
	el	en-es
65 %	65 %	en-es
of	de	en-es
the	la	en-es
population	población	en-es
of	de	en-es
the	la	en-es
Union.	Unión.	en-es
	Una	en-es
A blocking	minoría de	en-es
minority	bloqueo	en-es
must	estará	en-es
include	compuesta	en-es
	por	en-es
at	al	en-es
least	menos	en-es
four	cuatro	en-es
Council	miembros	en-es
	del	en-es
members,	Consejo,	en-es
	a falta	en-es
failing	de lo	en-es
which	cual	en-es
the	la	en-es
qualified		en-es
majority	mayoría	en-es
shall	cualificada	en-es
be	se	en-es
deemed	considerará	en-es
attained.	alcanzada.	en-es
The	Las	en-es
other	demás	en-es
arrangements	modalidades	en-es
governing	reguladoras	en-es
the	del	en-es
qualified	voto por	en-es
majority	mayoría	en-es
	cualificada	en-es
are	se	en-es
laid down	establecen	en-es
in	en	en-es
	el	en-es
Article	apartado	en-es
238(2)	2 del	en-es
of the	artículo	en-es
Treaty	238 del	en-es
on	Tratado	en-es
the	de	en-es
Functioning	Funcionamiento	en-es
of	de	en-es
the	la	en-es
European	Unión	en-es
Union.	Europea.	en-es
5. The	5. Las	en-es
transitional	disposiciones	en-es
provisions	transitorias	en-es
relating	relativas	en-es
to	a la	en-es
the definition	definición	en-es
of	de	en-es
the	la	en-es
qualified		en-es
majority	mayoría	en-es
	cualificada	en-es
which	que	en-es
shall	serán	en-es
be	de	en-es
applicable	aplicación	en-es
until	hasta	en-es
31 October	el 31 de	en-es
2014 and	octubre	en-es
	de	en-es
those	2014,	en-es
which	así	en-es
shall	como	en-es
be	las	en-es
applicable	aplicables	en-es
from	entre	en-es
1 November	el 1 de	en-es
	noviembre	en-es
	de	en-es
2014 to	2014 y el	en-es
31 March	31 de	en-es
2017 are	marzo de	en-es
laid	2017,	en-es
down	se	en-es
	establecerán	en-es
in	en	en-es
the	el	en-es
Protocol	Protocolo	en-es
	sobre	en-es
on	las	en-es
transitional	disposiciones	en-es
provisions.	transitorias.	en-es
6. The	6. El	en-es
Council	Consejo	en-es
shall	se	en-es
meet	reunirá	en-es
in	en	en-es
different	diferentes	en-es
configurations,	formaciones,	en-es
the	cuya	en-es
list	lista	en-es
of	se	en-es
which		en-es
shall be	adoptará	en-es
adopted		en-es
in	de	en-es
accordance	conformidad	en-es
with	con	en-es
	el	en-es
Article	artículo	en-es
236 of	236 del	en-es
the		en-es
Treaty	Tratado	en-es
on	de	en-es
the Functioning	Funcionamiento	en-es
of	de	en-es
the	la	en-es
European	Unión	en-es
Union.	Europea.	en-es
The	El	en-es
General	Consejo	en-es
	de	en-es
Affairs	Asuntos	en-es
Council	Generales	en-es
shall	velará	en-es
ensure	por la	en-es
consistency	coherencia	en-es
in	de	en-es
the	los	en-es
work	trabajos	en-es
of	de	en-es
the	las	en-es
different	diferentes	en-es
Council		en-es
configurations.	formaciones	en-es
It	del	en-es
shall	Consejo.	en-es
prepare	Preparará	en-es
and	las	en-es
ensure	reuniones	en-es
the	del	en-es
follow-up	Consejo	en-es
to	Europeo	en-es
meetings of	y garantizará	en-es
the	su	en-es
European	actuación	en-es
Council,	subsiguiente,	en-es
in	en	en-es
liaison	contacto	en-es
with	con	en-es
the	el	en-es
President of	Presidente	en-es
the	del	en-es
European	Consejo	en-es
Council	Europeo	en-es
and	y la	en-es
the		en-es
Commission.	Comisión.	en-es
The	El	en-es
Foreign	Consejo	en-es
Affairs	de	en-es
Council	Asuntos	en-es
shall	Exteriores	en-es
elaborate	elaborará	en-es
the	la	en-es
Union's	acción	en-es
external	exterior	en-es
action	de	en-es
on	la	en-es
the	Unión	en-es
basis	atendiendo	en-es
of	a las	en-es
strategic	líneas	en-es
guidelines	estratégicas	en-es
laid down	definidas	en-es
by	por	en-es
the	el	en-es
European	Consejo	en-es
Council	Europeo	en-es
and	y velará	en-es
ensure	por la	en-es
	coherencia	en-es
that	de	en-es
